chembl_id,name,smiles,max_phase,formula,chembl_mw
CHEMBL159660,ALPHAMETHADOL,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,2.0,C21H29NO,311.47
CHEMBL162243,BETAMETHADOL,CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,2.0,C21H29NO,311.47
CHEMBL159682,AXITIROME,CCOC(=O)C(=O)Nc1cc(C)c(Oc2ccc(O)c(C(O)c3ccc(F)cc3)c2)c(C)c1,2.0,C25H24FNO6,453.47
CHEMBL163911,DELEQUAMINE,COc1ccc2c(c1)CCN1C[C@H]3CCCN(S(C)(=O)=O)[C@H]3C[C@@H]21,2.0,C18H26N2O3S,350.48
CHEMBL163238,PILSICAINIDE,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,2.0,C17H24N2O,272.39
CHEMBL162036,BENORILATE,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,4.0,C17H15NO5,313.31
CHEMBL414636,INDORENATE,COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,2.0,C13H16N2O3,248.28
CHEMBL162501,LUSAPERIDONE,Cc1nc2ccccn2c(=O)c1CCN1CCc2oc3ccccc3c2C1,2.0,C22H21N3O2,359.43
CHEMBL1328,PENTAGASTRIN,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,4.0,C37H49N7O9S,767.91
CHEMBL350384,BREMAZOCINE,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,2.0,C20H29NO2,315.46
CHEMBL1330,MORPHINE GLUCURONIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,2.0,C23H27NO9,461.47
CHEMBL167779,ZUCLOMIPHENE,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,2.0,C26H28ClNO,405.97
CHEMBL353581,PYROXAMIDE,O=C(CCCCCCC(=O)Nc1cccnc1)NO,1.0,C13H19N3O3,265.31
CHEMBL165790,IPRIFLAVONE,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,2.0,C18H16O3,280.32
CHEMBL351706,BMS-214662,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1,1.0,C25H23N5O2S2,489.63
CHEMBL348763,CLENTIAZEM,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,2.0,C22H25ClN2O4S,448.97
CHEMBL165090,ROMAZARIT,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,2.0,C15H16ClNO4,309.75
CHEMBL164447,CLOBUZARIT,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,2.0,C17H17ClO3,304.77
CHEMBL164840,ZOCAINONE,CCN(CC)CCOc1ccccc1O/C(=C/c1ccccc1)C(C)=O,2.0,C22H27NO3,353.46
CHEMBL164349,BUNAPROLAST,CCCCc1cc(OC)c2ccccc2c1OC(C)=O,2.0,C17H20O3,272.34
CHEMBL163672,CHROMONAR,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,2.0,C20H27NO5,361.44
CHEMBL1336,SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,4.0,C21H16ClF3N4O3,464.83
CHEMBL167150,TRICHLORFON,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.0,C4H8Cl3O4P,257.44
CHEMBL166863,POLMACOXIB,CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,3.0,C18H16FNO4S,361.39
CHEMBL167691,LAROMUSTINE,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,3.0,C6H14ClN3O5S2,307.78
CHEMBL355862,ZONIPORIDE,N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,2.0,C17H16N6O,320.36
CHEMBL167911,DICHLORVOS,COP(=O)(OC)OC=C(Cl)Cl,2.0,C4H7Cl2O4P,220.98
CHEMBL353972,ATIPAMEZOLE,CCC1(c2c[nH]cn2)Cc2ccccc2C1,2.0,C14H16N2,212.30
CHEMBL167493,NAPAMEZOLE,C1=C(CC2=NCCN2)CCc2ccccc21,2.0,C14H16N2,212.30
CHEMBL164660,PSORALEN,O=c1ccc2cc3ccoc3cc2o1,1.0,C11H6O3,186.17
CHEMBL436052,AXAMOZIDE,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,2.0,C21H22ClN3O3,399.88
CHEMBL353846,ADIPHENINE,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,2.0,C20H25NO2,311.43
CHEMBL165643,BROVINCAMINE,CC[C@]12CCCN3CCc4c(n(c5cc(Br)ccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,2.0,C21H25BrN2O3,433.35
CHEMBL168815,CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1,4.0,C10H17NOS,199.32
CHEMBL166444,METRIBOLONE,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,2.0,C19H24O2,284.40
CHEMBL167731,PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,4.0,C17H19N5O2,325.37
CHEMBL166937,SARCNU,CN(CC(N)=O)C(=O)N(CCCl)N=O,2.0,C6H11ClN4O3,222.63
CHEMBL434492,CANDOXATRILAT,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,2.0,C20H33NO7,399.48
CHEMBL170052,IBAFLOXACIN,Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,2.0,C15H14FNO3,275.28
CHEMBL169896,OSI-7904,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,2.0,C27H24N4O6,500.51
CHEMBL167055,NITECAPONE,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,2.0,C12H11NO6,265.22
CHEMBL1337,NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],4.0,C14H10F3NO5,329.23
CHEMBL170988,PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1,4.0,C10H15N5,205.26
CHEMBL169901,DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,4.0,C10H13N3,175.24
CHEMBL354077,AMIFAMPRIDINE,Nc1ccncc1N,4.0,C5H7N3,109.13
CHEMBL354541,LOMITAPIDE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,4.0,C39H37F6N3O2,693.73
CHEMBL355200,ENILURACIL,C#Cc1c[nH]c(=O)[nH]c1=O,3.0,C6H4N2O2,136.11
CHEMBL1339,VARDENAFIL HYDROCHLORIDE,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,4.0,C23H33ClN6O4S,525.08
CHEMBL172513,CARNITINE,C[N+](C)(C)CC(O)CC(=O)[O-],3.0,C7H15NO3,161.20
CHEMBL169703,TIFLUADOM,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,2.0,C22H20FN3OS,393.49
CHEMBL1341,METHOXYFLURANE,COC(F)(F)C(Cl)Cl,4.0,C3H4Cl2F2O,164.97
CHEMBL355063,BENDAZOL,c1ccc(Cc2nc3ccccc3[nH]2)cc1,2.0,C14H12N2,208.26
CHEMBL171679,ASPARTAME,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,3.0,C14H18N2O5,294.31
CHEMBL170179,METHADYL ACETATE,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,2.0,C23H31NO2,353.51
CHEMBL1342,OXYBATE,O=C(O)CCCO,4.0,C4H8O3,104.11
CHEMBL170797,ETHOHEPTAZINE,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2.0,C16H23NO2,261.36
CHEMBL173373,ETHYL PYRUVATE,CCOC(=O)C(C)=O,2.0,C5H8O3,116.12
CHEMBL173930,ETIOPURPURIN,CCOC(=O)C1=Cc2c3nc(cc4nc(cc5[nH]c(cc6[nH]c2c(C)c6CC)c(C)c5CC)C(C)=C4CC)C(C)C13CC,2.0,C37H44N4O2,576.79
CHEMBL170630,ETHANE DIMETHANE SULFONATE,CS(=O)(=O)OCCOS(C)(=O)=O,1.0,C4H10O6S2,218.25
CHEMBL368591,DIMEPHEPTANOL,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,2.0,C21H29NO,311.47
CHEMBL174095,DELERGOTRILE,CN1C[C@@H](CC#N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,2.0,C17H19N3,265.36
CHEMBL173809,EMOPAMIL,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,2.0,C23H30N2,334.51
CHEMBL368347,(+)-SECOISOLARICIRESINOL,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,2.0,C20H26O6,362.42
CHEMBL173929,LUTEIN,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,3.0,C40H56O2,568.89
CHEMBL1345,GUANETHIDINE MONOSULFATE,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,4.0,C10H24N4O4S,296.39
CHEMBL367197,BUMEPIDIL,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,2.0,C12H17N5,231.30
CHEMBL172853,MONATEPIL,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,2.0,C28H30FN3OS,475.63
CHEMBL172498,DOQUALAST,O=C(O)c1ccc2nc3ccccn3c(=O)c2c1,2.0,C13H8N2O3,240.22
CHEMBL366947,BRETAZENIL,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,2.0,C19H20BrN3O3,418.29
CHEMBL1346,DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,4.0,C28H30N2O2,426.56
CHEMBL176687,ACESULFAME,CC1=CC(=O)NS(=O)(=O)O1,3.0,C4H5NO4S,163.15
CHEMBL367463,PRANOPROFEN,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,2.0,C15H13NO3,255.27
CHEMBL175247,ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,4.0,C29H53NO5,495.75
CHEMBL440557,DANITRACEN,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,2.0,C20H21NO,291.39
CHEMBL366460,ISOFLAVONE,O=c1c(-c2ccccc2)coc2ccccc12,3.0,C15H10O2,222.24
CHEMBL174984,TRETOQUINOL,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,2.0,C19H23NO5,345.40
CHEMBL367252,ATLIPROFEN,CC(C(=O)O)c1ccc(-c2ccsc2)cc1,2.0,C13H12O2S,232.30
CHEMBL177281,AMICARBALIDE,N=C(N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,2.0,C15H16N6O,296.33
CHEMBL177367,SILVER NITRATE,O=[N+]([O-])[O-].[Ag+],4.0,AgNO3,169.87
CHEMBL175691,RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,4.0,C22H18N6,366.43
CHEMBL369075,VAPITADINE,NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,2.0,C17H20N4O,296.37
CHEMBL175633,PRAMICONAZOLE,CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,2.0,C35H39F2N7O4,659.74
CHEMBL1349,VALACYCLOVIR,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,4.0,C13H20N6O4,324.34
CHEMBL539423,SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,4.0,C32H40N4O5S,592.76
CHEMBL425863,MIBOLERONE,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,2.0,C20H30O2,302.46
CHEMBL178654,HKI-357,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1.0,C31H29ClFN5O3,574.06
CHEMBL180022,NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,4.0,C30H29ClN6O3,557.05
CHEMBL1350,TILUDRONIC ACID,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,4.0,C7H9ClO6P2S,318.61
CHEMBL178803,BLONANSERIN,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,4.0,C23H30FN3,367.51
CHEMBL178459,OLTIPRAZ,Cc1c(-c2cnccn2)ssc1=S,3.0,C8H6N2S3,226.35
CHEMBL181932,OTERACIL,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,3.0,C4H3N3O4,157.08
CHEMBL360328,LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,4.0,C11H14ClN,195.69
CHEMBL361812,RAMATROBAN,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,4.0,C21H21FN2O4S,416.47
CHEMBL180570,MEDRONIC ACID,O=P(O)(O)CP(=O)(O)O,3.0,CH6O6P2,176.00
CHEMBL180101,ESREBOXETINE,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,3.0,C19H23NO3,313.40
CHEMBL367149,DOCONEXENT,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,3.0,C22H32O2,328.50
CHEMBL1352,NITRIC ACID,O=[N+]([O-])O,3.0,HNO3,63.01
CHEMBL1353,SODIUM BICARBONATE,O=C([O-])O.[Na+],4.0,CHNaO3,84.01
CHEMBL1354,SODIUM ACETATE,CC(=O)[O-].[Na+],4.0,C2H3NaO2,82.03
CHEMBL1355,SODIUM CITRATE,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],4.0,C6H5Na3O7,258.07
CHEMBL1356,SODIUM BENZOATE,O=C([O-])c1ccccc1.[Na+],4.0,C7H5NaO2,144.10
CHEMBL181886,PYRUVATE SODIUM,CC(=O)C(=O)[O-].[Na+],2.0,C3H3NaO3,110.04
CHEMBL1357,SODIUM LACTATE,CC(O)C(=O)[O-].[Na+],4.0,C3H5NaO3,112.06
CHEMBL1358,FULVESTRANT,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,4.0,C32H47F5O3S,606.78
CHEMBL1359,ERTAPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,4.0,C22H25N3O7S,475.52
CHEMBL359839,SULFABENZ,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,2.0,C12H12N2O2S,248.31
CHEMBL181954,NAVEGLITAZAR,CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,2.0,C25H26O6,422.48
CHEMBL174,AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,4.0,C16H19N3O4S,349.41
CHEMBL182319,TALTOBULIN,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,2.0,C27H43N3O4,473.66
CHEMBL360055,GALLAMINE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.0,C30H60N3O3+3,510.83
CHEMBL1360,ATRACURIUM,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,4.0,C53H72N2O12+2,929.16
CHEMBL185073,PANCURONIUM,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,4.0,C35H60N2O4+2,572.88
CHEMBL182066,RADIPRODIL,O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,2.0,C21H20FN3O4,397.41
CHEMBL184999,AL-12182,CC(C)OC(=O)CCC/C=C\CC[C@H]1[C@@H](O)CO[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,2.0,C25H35ClO6,467.00
CHEMBL1362,FLUORIDE ION,[F-],3.0,F-,19.00
CHEMBL1363,ARFORMOTEROL,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,4.0,C19H24N2O4,344.41
CHEMBL1364,PYRIDOXINE,Cc1ncc(CO)c(CO)c1O,4.0,C8H11NO3,169.18
CHEMBL186141,ANDROGRAPHOLIDE,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,3.0,C20H30O5,350.46
CHEMBL415768,DEOXYANDROGRAPHOLIDE,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,2.0,C20H30O4,334.46
CHEMBL184412,DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,4.0,C31H44N2O5S,556.77
CHEMBL185434,AROXYBUTYNIN,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,2.0,C22H31NO3,357.49
CHEMBL360861,NIFEKALANT,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,3.0,C19H27N5O5,405.46
CHEMBL363295,TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,4.0,C20H27N,281.44
CHEMBL362103,ALMOKALANT,CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1,2.0,C18H28N2O3S,352.50
CHEMBL359965,ALLICIN,C=CCS[S+]([O-])CC=C,2.0,C6H10OS2,162.28
CHEMBL364804,GW-406381,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,3.0,C21H19N3O3S,393.47
CHEMBL1368,"SODIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O.[Na+],4.0,H2NaO4P,119.98
CHEMBL186314,SODIUM CARBONATE,O=C([O-])[O-].[Na+].[Na+],4.0,CNa2O3,105.99
CHEMBL362558,LY-2090314,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,2.0,C28H25FN6O3,512.55
CHEMBL186113,GW-328267,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,1.0,C21H26N10O4,482.51
CHEMBL184041,ERTIPROTAFIB,Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,2.0,C31H27BrO3S,559.53
CHEMBL186720,PHENYLTOLOXAMINE,CN(C)CCOc1ccccc1Cc1ccccc1,2.0,C17H21NO,255.36
CHEMBL186179,MURAGLITAZAR,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,3.0,C29H28N2O7,516.55
CHEMBL366265,ETOLOXAMINE,CCN(CC)CCOc1ccccc1Cc1ccccc1,2.0,C19H25NO,283.42
CHEMBL184618,FRAMYCETIN,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,3.0,C23H46N6O13,614.65
CHEMBL185885,AES-103,O=Cc1ccc(CO)o1,2.0,C6H6O3,126.11
CHEMBL427342,IMIDOCARB,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,2.0,C19H20N6O,348.41
CHEMBL439849,VILAZODONE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,4.0,C26H27N5O2,441.54
CHEMBL184238,URB-597,NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,1.0,C20H22N2O3,338.41
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.0,C25H34O6,430.54
CHEMBL185647,TERNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCCO,2.0,C7H11N3O3,185.18
CHEMBL450940,PRINABEREL,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,2.0,C15H10FNO3,271.25
CHEMBL359570,ICOPEZIL,O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,2.0,C23H25N3O2,375.47
CHEMBL361506,PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,4.0,C23H36N4O10S2,592.69
CHEMBL360216,CYCLO(PROLYLGLYCYL),O=C1NCC(=O)N2CCC[C@@H]12,3.0,C7H10N2O2,154.17
CHEMBL188427,ACODAZOLE,CC(=O)N(C)c1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1,2.0,C20H19N5O,345.41
CHEMBL189171,ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.0,C21H18ClNO6,415.83
CHEMBL187734,TETRADECYLTHIOACETIC ACID,CCCCCCCCCCCCCCSCC(=O)O,2.0,C16H32O2S,288.50
CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,4.0,C13H14ClNO2,251.71
CHEMBL1371,CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1,4.0,C7H4ClNO2,169.57
CHEMBL188185,BUNAZOSIN,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,3.0,C19H27N5O3,373.46
CHEMBL445332,SALVINORIN A,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,1.0,C23H28O8,432.47
CHEMBL364447,DISERMOLIDE,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,2.0,C33H55NO8,593.80
CHEMBL370753,OPIPRAMOL,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.0,C23H29N3O,363.50
CHEMBL187927,DIANICLINE,c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,3.0,C13H16N2O,216.28
CHEMBL361497,ARTESUNATE,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,4.0,C19H28O8,384.43
CHEMBL187829,LEVEMOPAMIL,CC(C)[C@@](C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,2.0,C23H30N2,334.51
CHEMBL188462,ISPRONICLINE,CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,2.0,C14H22N2O,234.34
CHEMBL363884,RONIPAMIL,CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,2.0,C32H48N2,460.75
CHEMBL188921,BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,4.0,C17H25NO4,307.39
CHEMBL191491,STILONIUM,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,2.0,C22H30NO+,324.49
CHEMBL187709,TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,4.0,C27H32ClNO2,438.01
CHEMBL191083,METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,4.0,C16H18N3S+,284.41
CHEMBL191413,REPARIXIN,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,3.0,C14H21NO3S,283.39
CHEMBL1372,OXIGLUTATIONE,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,4.0,C20H32N6O12S2,612.64
CHEMBL1373,MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,4.0,C15H15NO2S,273.36
CHEMBL365795,TIAPROFENIC ACID,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,4.0,C14H12O3S,260.31
CHEMBL190083,TARENFLURBIL,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.0,C15H13FO2,244.26
CHEMBL435298,ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.0,C15H13FO2,244.26
CHEMBL371197,TRIDOLGOSIR,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,2.0,C8H15NO3,173.21
CHEMBL175,DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,4.0,C13H18O2,206.28
CHEMBL189676,SURINABANT,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2.0,C23H23BrCl2N4O,522.27
